Name,Position,Major,Height,Weight,Year,Hometown,Season,Rush Attempts,Rush Yards,Rush Touchdowns,Rush Longest,Rush Rush attempt yards pct,Rush Yards per game avg,Receiving Recep,Receiving Yards,Receiving Touchdowns,Receiving Longest,Receiving Per game,Receiving Yards comp pct,Receiving Yards game pct,Defense Solo,Defense Assist,Defense Total,Defense Tfl yards,Defense Sacks yards,Defense Interceptions,Defense Pass defl,Defense Forced fumble,Defense Fumb rec,Defense Blocked,Games Played,Games Started,Year_Scraped,Height_inches
Carter Pinholster,WR,,"6'1""",190,Jr.,"Fort Payne, Ala.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2022,73
Carlos Allen,DL,,"6'0""",290,Jr.,"Atlanta, Ga.",2022,1.0,31.0,0.0,31.0,31.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,25.0,6.0,2.0,0.0,1.0,1.0,2.0,0.0,11.0,6.0,2022,72
Jayden Barron,DL,,"6'2""",280,Sr.,"Thomaston, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,74
Carson Kent,TE,,"6'4""",230,Fr.,"Milton, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,76
Joshua Agbenou,DL,,"6'2""",235,Jr.,"Bethlehem, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,74
Acha Mbanwei,,,"5'11""",230,So.,"Conyers, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,71
Joel Parker,DL,,"6'0""",250,Sr.,"Birmingham, Ala.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,23.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,10.0,8.0,2022,72
Travis  Bell,DL,,"6'1""",305,Gr.,"Montgomery, Ala.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,34.0,5.5,1.5,0.0,0.0,0.0,0.0,1.0,11.0,9.0,2022,73
Ugonna Nwoha,DL,,"6'3""",265,Fr.,"Austell, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2022,75
Adam Watkins,DL,,"6'0""",285,So.,"Dacula, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,21.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2022,72
Charles Remy,LB,,"6'1""",215,So.,"Kennesaw, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2022,73
RJ Taylor,DL,,"6'3""",195,Fr.,"Gulf Shores, Ala.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2022,75
Havik Pettigrew,OL,,"6'0""",250,Fr.,"Acworth, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,72
Tyriek Johnson,DB,,"5'8""",175,So.,"Hoschton, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,68
Tyler Dugger,WR,,"5'11""",195,Jr.,"Augusta, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,71
Joshua Huiet,P,,"6'2""",205,So.,"Johns Creek, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2022,74
Nathan Robertson,K,,"5'10""",160,Gr.,"Columbus, Ga.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2022,70
Michael Benefield,RB,Psychology,"5'7""",200,Jr.,"Atlanta, Ga.",2023,70.0,441.0,4.0,75.0,6.3,55.1,4.0,24.0,0.0,15.0,0.5,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2023,67
Garland Benyard,LB,Business Management,"6'1""",215,Jr.,"Ocilla, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2023,73
Jonathan Murphy,QB,Interdisciplinary Studies,"6'0""",190,Gr.,"Los Angeles, Calif.",2023,116.0,401.0,7.0,57.0,3.5,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2023,72
Blake Bohannon,WR,Business Management,"6'1""",200,Jr.,"Woodstock, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,7.0,152.0,1.0,55.0,0.9,21.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2023,73
Tykeem Wallace,WR,Criminal Justice,"5'9""",165,Jr.,"Thomasville, Ga.",2023,3.0,16.0,0.0,14.0,5.3,2.0,5.0,85.0,1.0,54.0,0.6,17.0,10.6,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023,69
Isaac Foster,WR,Business Management,"5'10""",175,Gr.,"Summerville, Ga.",2023,8.0,54.0,0.0,15.0,6.8,6.8,19.0,228.0,1.0,44.0,2.4,12.0,28.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2023,70
Gabriel Benyard,RB,Sport Management,"5'10""",185,Jr.,"Ocilla, Ga.",2023,18.0,116.0,1.0,49.0,6.4,29.0,14.0,333.0,4.0,61.0,3.5,23.8,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2023,70
Preston Daniels,TE,Sport Management,"5'11""",260,Sr.,"Sandersville, Ga.",2023,10.0,54.0,1.0,20.0,5.4,6.8,8.0,87.0,0.0,30.0,1.0,10.9,10.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2023,71
Davis Bryson,QB,Sport Management,"5'9""",190,So.,"Woodbridge, Va.",2023,13.0,139.0,2.0,36.0,10.7,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,69
Sidney Porter,DB,Public Adminstration,"6'0""",215,Jr.,"Fort Lauderdale, Fla.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,2023,72
Jalen Barnum,LB,Integrated Interdisciplinary studies,"6'1""",205,Sr.,"Jesup, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,26.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,2023,73
Nick Sawyer,DB,Business Administration,"5'11""",170,So.,"Harvest, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2023,71
Braden Bohannon,QB,Sport Management,"6'1""",180,So.,"Woodstock, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,73
Jayven Williams,DB,Education,"6'2""",170,So.,"Mobile, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,23.0,2.5,0.5,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2023,74
Markeith  Montgomery,DB,Sport Management,"5'10""",190,Gr.,"Flintstone, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,43.0,9.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,2023,70
Sulaiman Bah,DB,Information Technology,"6'1""",185,Jr.,"Lilburn, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2023,73
Yesiah Clemons,RB,Business Administration,"5'10""",215,Sr.,"Griffin, Ga.",2023,24.0,126.0,0.0,14.0,5.3,15.8,2.0,2.0,0.0,1.0,0.3,1.0,0.3,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023,70
Cole McCarty,QB,Business,"5'11""",190,Fr.,"Moody, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,71
Tyler Hallum,DB,Sports Marketing,"5'11""",180,Jr.,"Marietta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2023,71
Tyriek Johnson,DB,Criminal Justice,"5'8""",185,Jr.,"Hoschton, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,68
Qua Ashley,RB,Integrated Health Science,"5'10""",190,So.,"Dublin, Ga.",2023,9.0,32.0,0.0,11.0,3.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2023,70
Que Billingsley,DB,Sport Management,"6'0""",195,Fr.,"Phenix City, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,72
Kenai Grier,RB,Exercise Science,"5'9""",200,Fr.,"Covington, Ga.",2023,2.0,26.0,1.0,17.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,69
JeRico Washington Jr.,DB,Exercise Science,"5'10""",165,Fr.,"Atlanta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,15.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,4.0,2023,70
David Cole,WR,Business,"6'4""",185,Fr.,"Ooltewah, Tenn.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,76
Josh Williamson,WR,Business,"5'10""",150,Fr.,"Snellville, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.3,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2023,70
Five Hamilton,DB,Business Entreprenuer,"5'10""",165,Fr.,"Stockbridge, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2023,70
Rob Brown,RB,Business,"6'0""",215,So.,"Trion, Ga.",2023,3.0,11.0,0.0,7.0,3.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023,72
Isaac Paul,DB,Sport Management,"5'11""",160,Fr.,"Panama City, Fla.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2023,71
Alexander Diggs,RB,Finance,"5'9""",200,So.,"Snellville, Ga.",2023,26.0,93.0,0.0,20.0,3.6,13.3,3.0,39.0,0.0,31.0,0.4,13.0,5.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2023,69
DJ Scott,RB,Sport Management,"6'1""",200,Fr.,"Oviedo, Fla.",2023,9.0,53.0,1.0,11.0,5.9,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,73
Milon Jones,DB,Finance,"5'11""",185,So.,"Marietta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023,71
Eli Leiataua,TE,Mechanical Engineering,"5'11""",220,So.,"Hinesville, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023,71
Danarius Johnson,DB,Sport Management,"5'11""",190,So.,"Patterson, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,71
Markell Redding,DB,Business,"6'0""",190,Fr.,"Pensacola, Fla.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,72
Navelle Dean,WR,Exercise Science,"6'0""",185,Fr.,"Columbus, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,72
Donelius Johnson,LB,Exercise Science,"6'0""",230,So.,"Patterson, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,32.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,8.0,4.0,2023,72
Juandarion Silas,LB,Construction Management,"6'1""",205,So.,"Athens, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2023,73
Baron Hopson,LB,Civil Engineering,"6'1""",215,Jr.,"Leesburg, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,24.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2023,73
Amir Scarver,LB,Computer Science,"6'0""",210,Fr.,"Douglasville, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,72
Terrell Paxton,OL,Interdisciplinary Studies,"6'0""",315,Gr.,"Stone Mountain, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2023,72
CJ Donaldson,DL,Undeclared,"6'3""",230,Fr.,"Metter, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,75
Deldrick Franklin,LB,Sport Management,"6'0""",225,Fr.,"Atlanta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,72
Seaburn Hines,OL,Mechanical Engineering,"6'2""",305,Jr.,"Helena, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2023,74
Tyler Scott,DL,Sport Management,"6'1""",315,Sr.,"Jackson, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2023,73
Demetric Barnes,DL,Intergrated Studies,"6'4""",255,Sr.,"Stone Mountain, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,3.5,2.5,0.0,1.0,1.0,0.0,0.0,8.0,0.0,2023,76
Jaden Richeson,DL,Business Marketing,"6'2""",225,Jr.,"Virginia Beach, Va.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,74
William Johnson,OL,Undeclared,"5'11""",260,So.,"Atlanta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,71
Jahon Myers,DL,Finance,"6'3""",265,Sr.,"Luella, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,75
Cameron Donald,DL,Exercise Science,"6'1""",280,Sr.,"Pelzer, S.C.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2023,73
AJ Miller,DL,Finance,"6'3""",275,Fr.,"Rock Hill, S.C.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,75
Trey Hargrove,LB,Pyschology,"5'11""",210,Fr.,"Waycross, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,71
Kaleb May,OL,Special Education,"6'4""",270,Fr.,"McCalla, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,76
Darron Willis,OL,Criminal Investigation,"6'2""",270,Sr.,"Alpharetta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2023,74
Trenton Jackson,OL,Sport Management,"6'0""",300,Sr.,"Hattiesburg, Miss.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,72
Trey Butts,OL,Finance,"6'2""",280,So.,"Macon, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2023,74
James Dawson,OL,Interdisciplinary Studies,"6'1""",300,Sr.,"Opelika, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2023,73
Nate Wright,OL,Construction Management,"6'3""",265,So.,"Gardendale, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2023,75
Jaylan Jarrett,DL,Sport Management,"6'2""",305,Fr.,"Pike Road, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,74
Havik Pettigrew,OL,Mechanical Engineering,"6'0""",250,So.,"Acworth, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,72
Ramontei Dardy,DL,Business Management,"6'3""",240,Fr.,"Dublin, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,75
Hall O'Neal,OL,Finance,"6'2""",275,Sr.,"Atlanta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023,74
JT Pennington,OL,Interdisciplinary Studies,"6'4""",310,So.,"Wilsonville, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2023,76
Ethan Newman,OL,Undeclared,"6'3""",300,Fr.,"Navarre, Fla.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2023,75
Brian Habeck,OL,History Education,"6'3""",260,So.,"Jefferson, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,75
Connor Finer,WR,Business Management,"6'2""",205,Jr.,"New Port Richey, Fla.",2023,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,29.0,0.5,14.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2023,74
Dylan Hannon,DL,Finance,"6'2""",275,So.,"Alpharetta, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,74
Carson Kent,TE,Businesss Management,"6'4""",240,So.,"Milton, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,14.0,165.0,0.0,35.0,1.8,11.8,20.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2023,76
Rowan Darnell,TE,Biochemistry,"6'4""",220,So.,"Johns Creek, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,1.0,31.0,0.8,11.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023,76
Jacob Ulrich,P,Mechanical Engineering,"6'5""",200,Fr.,"Dacula, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,77
Acha Mbanwei,,Environmental Science,"5'11""",220,Jr.,"Conyers, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,71
Joshua Huiet,P,Finance,"6'2""",205,Jr.,"Johns Creek, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023,74
Kevin Smith,OL,Finance,"6'1""",275,Fr.,"Dacula, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,73
Bryce Dopson,WR,Business,"6'2""",185,Fr.,"Snellville, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,74
TJ McElmurray,WR,Nursing,"6'3""",180,Fr.,"Graniteville, S.C.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2023,75
